brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,price_dollar,harddisk_gb,harddisk_imputed,cpu_family,ram_gb,graphics_type,cpu_weights,graphics_type_encoded,graphics_encoded,brand_encoded,performance_score,vfm_score
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Apple,MacBook Air,13.3,Silver,256 GB,Unknown,8 GB,macOS,Backlit Keyboard,Integrated,,,4.8,$689.99 ,689.99,0.22580645161290322,False,Unknown,0.13043478260869565,Integrated,0.0,0,0.0,13,0.05518934081346424,2.091773217304234
Apple,MacBook Air,15.3,Midnight,256 GB,Unknown,8 GB,macOS,,Integrated,,,4.8,"$1,144.48 ",1144.48,0.22580645161290322,False,Unknown,0.13043478260869565,Integrated,0.0,0,0.0,13,0.05518934081346424,1.2610990163285931
Acer,A315-24P-R7VH,15.6,Silver,128 GB,Ryzen 3,8 GB,Windows 11,Backlit Keyboard,Integrated,,,4.5,$299.99 ,299.99,0.0967741935483871,False,Ryzen 3,0.13043478260869565,Integrated,0.65,0,0.0,1,0.30228611500701263,26.35200164053211
Apple,MacBook Pro,13.3,Space Gray,256 GB,Unknown,8 GB,macOS,Backlit Keyboard,Integrated,,,4.7,$965.08 ,965.08,0.22580645161290322,False,Unknown,0.13043478260869565,Integrated,0.0,0,0.0,13,0.05518934081346424,1.4955263835202763
Acer,CB315-3HT,15.6,Silver,64 GB,Celeron N4020,4 GB,Chrome OS,Support Stylus,Integrated,,,4.4,$239.99 ,239.99,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,1,0.1140953716690042,12.433032516719148
Asus,ROG Strix G16,16.0,Eclipse Gray,512 GB,Core i7,16 GB,Windows 11,Backlit Keyboard,Dedicated,,,4.4,"$1,274.03 ",1274.03,0.4838709677419355,False,Core i7,0.30434782608695654,Unknown,0.9,1,0.0,6,0.48447405329593274,9.944731361174236
Acer,A515-56-347N,15.6,Silver,128 GB,Core I3 1115G4,8 GB,Windows 11,Amazon Alexa,Integrated,,,4.3,$299.99 ,299.99,0.0967741935483871,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,1,0.32228611500701265,28.095515505859385
Acer,AN515-58-57Y8,15.6,Black,512 GB,Core i5,16 GB,Windows 11,Backlit Keyboard,Dedicated,,,4.4,$814.77 ,814.77,0.4838709677419355,False,Core i5,0.30434782608695654,Unknown,0.8,1,0.0,1,0.44447405329593276,14.266372899293977
Hp,Notebook,14.0,Grey,1 TB,Ryzen 3 3250U,16 GB,Windows 11,Anti Glare Coating,Integrated,,,4.4,$379.99 ,379.99,1.0,False,Ryzen 3,0.30434782608695654,Integrated,0.65,0,0.0,3,0.4360869565217391,30.01256524101368
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Acer,Nitro 17,17.3,Black,1 TB,AMD Ryzen 7,16 GB,Windows 11,"Backlit Keyboard, Memory Card Slot",Dedicated,,,4.4,"$1,199.99 ",1199.99,1.0,False,Ryzen 7,0.30434782608695654,Unknown,0.8500000000000001,1,0.0,1,0.5160869565217392,11.247278363795454
Hp,hp laptop,15.6,Unknown,1 TB,Intel Core i3,16 GB,Windows 11,Anti-glare,Integrated,Intel UHD Graphics,,4.2,$473.00 ,473.0,1.0,False,Core i3,0.30434782608695654,Integrated,0.7000000000000001,0,0.0,3,0.45608695652173914,25.216725983916106
Other,Unknown Model,11.6,Blue,64 GB,Celeron N4020,4 GB,Windows 10,,Integrated,Intel,1.1 GHz,4.0,$155.00 ,155.0,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,8,0.1140953716690042,19.250344991531797
Asus,FX506HF-ES51,15.6,Graphite Black,512 GB,Core i5,8 GB,Windows 11,Backlit Keyboard,Dedicated,,,4.5,$699.99 ,699.99,0.4838709677419355,False,Core i5,0.13043478260869565,Unknown,0.8,1,0.0,6,0.4009957924263675,14.981323004095826
Msi,Thin GF63 12VE-066US,15.6,Unknown,512 GB,Core i7,16 GB,Windows 11,Anti Glare Coating,RTX 4050,,,4.5,$938.00 ,938.0,0.4838709677419355,False,Core i7,0.30434782608695654,Dedicated,0.9,2,0.0,10,0.48447405329593274,13.507341253813232
Lenovo,IdeaPad 3 81X800ENUS,15.6,Almond,256 GB,Core i3,20 GB,Windows 11,Backlit Keyboard,Integrated,,,4.3,$419.00 ,419.0,0.22580645161290322,False,Core i3,0.3913043478260869,Integrated,0.7000000000000001,0,0.0,0,0.4004067321178121,24.991339572606776
Lenovo,IdeaPad Gaming 3,15.6,Onyx Grey,256 GB,Ryzen 5,8 GB,Windows 11,Anti Glare Coating,Dedicated,,,4.3,$801.96 ,801.96,0.22580645161290322,False,Ryzen 5,0.13043478260869565,Unknown,0.75,1,0.0,0,0.35518934081346426,11.582689247718953
Asus,ROG Strix G16,16.0,Eclipse Gray,1 TB,Intel Core i9,16 GB,Windows 11,Anti Glare Coating,Dedicated,,,4.5,"$1,799.99 ",1799.99,1.0,False,Core i9,0.30434782608695654,Unknown,1.0,1,0.0,6,0.5760869565217391,8.369897464513413
Hp,Chromebook 14a-na0226nr,14.0,Mineral Silver,64,Celeron,4 GB,Chrome OS,Anti-Glare,Integrated,,,4.4,$249.00 ,249.0,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,3,0.1140953716690042,11.983146480672405
Hp,TPN-I139_320M3AV,17.3,Silver,1 TB,Core i3 Family,32 GB,Windows 11,HD Audio,Integrated,,,4.6,$510.00 ,510.0,1.0,False,Core i3,0.6521739130434783,Integrated,0.7000000000000001,0,0.0,3,0.5430434782608696,27.846243343987748
Hp,i5 12th Gen 15-dy5399nr,15.6,Silver,512 GB,Core i5,16 GB,Windows 11,Micro-edge Bezel,Integrated,,,4.3,$527.15 ,527.15,0.4838709677419355,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,3,0.44447405329593276,22.05029431311345
Asus,ROG Strix G16,16.0,Eclipse Gray,,Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 4070,5.6 GHz,4.3,"$2,199.00 ",2199.0,0.4838709677419355,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,6,0.611430575035063,7.271501709885085
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Lenovo,IdeaPad,14.0,Grey,1 TB,Core i3 Family,20 GB,Windows 11,Dolby,Integrated,,,4.3,$359.00 ,359.0,1.0,False,Core i3,0.3913043478260869,Integrated,0.7000000000000001,0,0.0,0,0.47782608695652173,34.80788180822472
Hp,HP Chromebook,14.0,Gray,64 GB,Celeron N,4 GB,Chrome OS,,Integrated,Intel UHD Graphics 600,,3.8,$209.99 ,209.99,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,3,0.1140953716690042,14.209264601587831
Lenovo,Ideapad 3i,15.6,Arctic Grey,512 GB,Core i5,8 GB,Windows 11,Anti Glare Coating,Integrated,,,4.5,$637.35 ,637.35,0.4838709677419355,False,Core i5,0.13043478260869565,Integrated,0.8,0,0.0,0,0.4009957924263675,16.45371662294977
Dell,Inspiron,15.6,Black,1 TB,Celeron N4020,16 GB,Windows 11,Anti Glare Coating,Integrated,,,4.1,$439.00 ,439.0,1.0,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,7,0.27608695652173915,16.44688125343178
Acer,CP314-1H-P1Q5,14.0,Silver,128 GB,Pentium,8 GB,Chrome OS,,Integrated,Intel UHD Graphics,,4.3,$372.66 ,372.66,0.0967741935483871,False,Pentium,0.13043478260869565,Integrated,0.35000000000000003,0,0.0,1,0.18228611500701264,12.792133916669485
Msi,Katana 15 B13VGK-484US,15.6,Unknown,1 TB,Core i7,16 GB,Windows 11,Anti Glare Coating,RTX 4070,NVIDIA GeForce RTX 4070,,4.3,"$1,429.00 ",1429.0,1.0,False,Core i7,0.30434782608695654,Dedicated,0.9,2,1.0,10,0.7860869565217391,14.386016335881424
Lenovo,IdeaPad 3,14.0,Gray,128 GB,Core i3 Family,8 GB,Windows 11,"Dolby,Narrow Bezel",Integrated,,,4.5,$281.69 ,281.69,0.0967741935483871,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,0,0.32228611500701265,29.920741583310583
Asus,ASUS Vivobook Go 15,15.6,Star Black,64 GB,Celeron,4 GB,Windows 11,Thin-bezel,Integrated,,,4.1,$236.47 ,236.47,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,6,0.1140953716690042,12.61810577953833
Hp,HP Laptop 15-ef2024nr,15.0,Natural silver,256 GB,Ryzen 3,8 GB,Windows 11,,Integrated,,,4.5,$337.96 ,337.96,0.22580645161290322,False,Ryzen 3,0.13043478260869565,Integrated,0.65,0,0.0,3,0.3151893408134642,24.389809504620764
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Asus,UX5304VA-XS76T,13.3,Gray,1 TB,Core i7,32 GB,Windows 11,Dolby,Integrated,,,4.3,"$1,399.99 ",1399.99,1.0,False,Core i7,0.6521739130434783,Integrated,0.9,0,0.0,6,0.6230434782608696,11.638462419925762
Asus,ROG Strix G15,15.6,Eclipse Gray,1 TB,AMD Ryzen 7,16 GB,Windows 11,Anti Glare Coating,Dedicated,,,4.6,"$1,044.77 ",1044.77,1.0,False,Ryzen 7,0.30434782608695654,Unknown,0.8500000000000001,1,0.0,6,0.5160869565217392,12.918270589479894
Lenovo,IdeaPad 3,15.6,Blue,64 GB,Celeron P4500,8 GB,Chrome OS,Narrow,Integrated,,,4.2,$294.29 ,294.29,0.03225806451612903,False,Celeron,0.13043478260869565,Integrated,0.25,0,0.0,0,0.13583450210378684,12.070820117733486
Acer,"2023 Newest Acer 15.6"" Chromebook",15.6,Silver,64 GB,Celeron N4020,4 GB,Chrome OS,Anti-glare,Integrated,,,4.2,$224.00 ,224.0,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,1,0.1140953716690042,13.32055122181888
Asus,Chromebook C425 Clamshell,14.0,Silver,128 GB,Celeron N4020,4 GB,Chrome OS,"Anti-glare,Ultra-narrow Bezel",Integrated,,,4.3,$225.82 ,225.82,0.0967741935483871,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,6,0.12054698457223001,13.96034451203008
Lenovo,Flex 5,14.0,Unknown,256 GB,AMD Ryzen 5 5500U,16 GB,Windows 11,,Integrated,AMD Radeon R5,2.1 GHz,4.2,$539.99 ,539.99,0.22580645161290322,False,Ryzen 5,0.30434782608695654,Integrated,0.75,0,0.0,0,0.3986676016830295,19.307560930056873
Acer,A115-32-C96U,15.6,Silver,128 GB,Celeron N,4 GB,Windows 11,,Integrated,Intel UHD Graphics,,4.3,$229.99 ,229.99,0.0967741935483871,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,1,0.12054698457223001,13.707226391176278
Asus,ROG Flow Z13,13.4,Black,1 TB,Core i9,16 GB,Windows 11,Stylus,Dedicated,,,4.4,"$1,749.99 ",1749.99,1.0,False,Core i9,0.30434782608695654,Unknown,1.0,1,0.0,6,0.5760869565217391,8.609038758592618
Hp,HP,15.6,Touchscreen,1 TB,Core i3-1115G4E,16 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,4.5,$465.00 ,465.0,1.0,False,Core i3,0.30434782608695654,Integrated,0.7000000000000001,0,0.0,3,0.45608695652173914,25.650562129875954
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Asus,ROG Flow Z13,13.4,Acronym,1 TB,Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 4070,,4.2,"$2,499.99 ",2499.99,1.0,False,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,6,0.6630434782608695,6.93594952467447
Lenovo,Chromebook,11.6,Black,32 GB,MediaTek MT8183,4 GB,Chrome OS,Anti-glare,Integrated,,,4.3,$114.74 ,114.74,0.0,False,MediaTek,0.043478260869565216,Integrated,0.1,0,0.0,0,0.05086956521739131,11.594322279059078
Microsoft,Surface Laptop,15.0,Platinum,512 GB,Intel Core i7,16 GB,Windows 11,"Backlit Keyboard, Support Stylus",Integrated,,,4.4,"$1,084.66 ",1084.66,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,5,0.48447405329593274,11.680974771888714
Asus,TUF Dash 15 (2022),15.6,Off Black,512 GB,Core i7,16 GB,Windows 11,Backlit Keyboard,RTX 3060,,,4.5,"$1,150.99 ",1150.99,0.4838709677419355,False,Core i7,0.30434782608695654,Dedicated,0.9,2,0.5,6,0.6094740532959326,13.847961862352298
Asus,TUF Gaming A15,15.6,Mecha Gray,1 TB,Ryzen 7,16 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 4050,,4.3,"$1,149.00 ",1149.0,1.0,False,Ryzen 7,0.30434782608695654,Unknown,0.8500000000000001,1,0.0,6,0.5160869565217392,11.746406931045177
Hp,14-dq0070nr,14.0,Pale rose gold,64 GB,Celeron N4020,4 GB,Windows 11,Micro-edge Bezel,Integrated,,,4.3,$199.99 ,199.99,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,3,0.1140953716690042,14.919763356604973
Asus,ROG Strix Scar 17,17.3,Off Black,1 TB,Ryzen 9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 4080,,4.1,"$2,619.99 ",2619.99,1.0,False,Ryzen 9,0.6521739130434783,Unknown,0.9500000000000001,1,0.0,6,0.6430434782608696,6.41863813515754
Acer,A3SP14-31PT-37NV,14.0,Silver,128 GB,Core i3,8 GB,Windows 11,Pen,Integrated,,,4.5,$426.64 ,426.64,0.0967741935483871,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,1,0.32228611500701265,19.75523555363482
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Asus,ASUS TUF Gaming F1,17.3,Graphite Black,512 GB,Core i5,8 GB,Windows 11,Numeric Keypad,RTX 3050,,,4.5,$783.95 ,783.95,0.4838709677419355,False,Core i5,0.13043478260869565,Dedicated,0.8,2,0.5,6,0.5259957924263675,17.546725961488736
Lenovo,IdeaPad Flex 5i Chromebook,13.3,Abyss Blue,128 GB,Core i3,8 GB,Chrome OS,Anti Glare Coating,Integrated,,,4.4,$479.00 ,479.0,0.0967741935483871,False,Core i3,0.13043478260869565,Integrated,0.7000000000000001,0,0.0,0,0.32228611500701265,17.595769721508887
Hp,Unknown Model,15.6,Silver,1 TB,Intel Core i5,16 GB,Windows 11,Anti-glare,Integrated,Intel UHD Graphics,,4.1,$553.00 ,553.0,1.0,False,Core i5,0.30434782608695654,Integrated,0.8,0,0.0,3,0.4960869565217392,23.460370414667953
Dell,Dell Latitude,14.0,Black,512 GB,Core i7-8650U,16 GB,Windows 10,TrackPoint,Integrated,,,4.0,$399.00 ,399.0,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,7,0.48447405329593274,31.754100491420584
Hp,Chromebook 11 G9 EE,11.6,Unknown,,Celeron,4 GB,Chrome OS,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,2.6 GHz,5.0,$271.99 ,271.99,0.9758064516129032,True,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,3,0.20845021037868164,20.04248598282391
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Acer,Swift Go 14,14.0,Silver,512 GB,Intel Core i7-1355U,16 GB,Windows 11,"Fingerprint Reader, Backlit Keyboard",Integrated,,,4.3,$762.19 ,762.19,0.4838709677419355,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,1,0.48447405329593274,16.623002264627996
Asus,VivoBook S 15,15.6,Midnight Black,1 TB,Core i9,16 GB,Windows 11,,Integrated,Intel Iris,,3.7,$989.99 ,989.99,1.0,False,Core i9,0.30434782608695654,Integrated,1.0,0,0.0,6,0.5760869565217391,15.218064563429422
Apple,MacBook Pro,16.2,Space Gray,512 GB,ARM 7100,32 GB,macOS,,Integrated,M1 Pro,,4.7,"$1,899.00 ",1899.0,0.4838709677419355,False,ARM,0.6521739130434783,Integrated,0.1,0,0.0,13,0.2514305750350631,3.462544086237899
Acer,Aspire 5,15.6,Silver,256 GB,AMD Ryzen 5 5500U,8 GB,Windows 11,Backlit Keyboard,Integrated,,,4.4,$488.94 ,488.94,0.22580645161290322,False,Ryzen 5,0.13043478260869565,Integrated,0.75,0,0.0,1,0.35518934081346426,18.997941402013936
Apple,"2022 Apple MacBook Air M2, 16GB RAM, 512GB Storage - Midnight (Z160000B1)",13.6,Unknown,512 GB,Apple M1,16 GB,macOS,Fingerprint Reader,Integrated,Apple Integrated Graphics,,4.8,"$1,459.94 ",1459.94,0.4838709677419355,False,Apple M1,0.30434782608695654,Integrated,0.55,0,0.0,13,0.3444740532959327,6.170547436785145
Hp,Unknown Model,14.0,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7,$389.99 ,389.99,0.03225806451612903,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.17931276297335205,12.024303212822135
Samsung,NP754XFG-KB1US,15.6,Silver,16 GB,Core i7,16 GB,Windows 11,,Integrated,Intel Iris Xe Graphics,,4.8,"$1,099.99 ",1099.99,0.0,False,Core i7,0.30434782608695654,Integrated,0.9,0,0.0,2,0.4360869565217392,10.367798494470666
Asus,Zenbook 15,15.6,Basalt Grey,1 TB,Ryzen 7,32 GB,Windows 11,Dolby,Integrated,,,4.3,"$1,299.00 ",1299.0,1.0,False,Ryzen 7,0.6521739130434783,Integrated,0.8500000000000001,0,0.0,6,0.6030434782608697,12.140642246968701
Lenovo,Unknown Model,15.6,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5.0,$389.99 ,389.99,1.0,False,Pentium,0.3913043478260869,Integrated,0.35000000000000003,0,0.0,0,0.3378260869565217,22.65384368300717
Hp,Unknown Model,15.6,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4,$459.99 ,459.99,0.9758064516129032,False,Pentium,0.30434782608695654,Integrated,0.35000000000000003,0,0.0,3,0.3136676016830295,17.832961037562576
Lenovo,Ideapad 3,15.6,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,,$639.99 ,639.99,0.9758064516129032,False,Core i5,0.3913043478260869,Integrated,0.8,0,0.0,0,0.5154067321178122,21.06100477595671
Samsung,Galaxy Book3 Pro,14.0,Graphite,,Unknown,16 GB,No OS,,Unknown,,,4.4,"$1,199.00 ",1199.0,0.0,True,Unknown,0.30434782608695654,Unknown,0.0,1,0.0,2,0.07608695652173914,1.6595609888751077
Apple,MacBook Pro,13.0,Unknown,256 GB,Apple M1,16 GB,macOS,,Integrated,,3.4 GHz,4.7,"$1,457.99 ",1457.99,0.22580645161290322,False,Apple M1,0.30434782608695654,Integrated,0.55,0,0.0,13,0.3186676016830295,5.715912268796968
Hp,HP 15 scarlet red,15.6,Silver,1 TB,Celeron,16 GB,Windows 11,,Integrated,Intel UHD Graphics,,4.3,$469.00 ,469.0,1.0,False,Celeron,0.30434782608695654,Integrated,0.25,0,0.0,3,0.27608695652173915,15.394841940845524
Other,ASUS VivoBook L203,11.6,Black,64 GB,Celeron N4000,4 GB,Windows 10,,Integrated,Intel UHD Graphics 600,,4.2,$134.90 ,134.9,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,8,0.1140953716690042,22.118632125184796
Gigabyte,G5 KF-E3US333SH,15.6,Black,512 GB,Core i5,8 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 4060,,4.0,$879.99 ,879.99,0.4838709677419355,False,Core i5,0.13043478260869565,Unknown,0.8,1,0.0,11,0.4009957924263675,11.916926657845018
Asus,Vivobook 15X,15.6,Indie Black,1 TB,Ryzen 7,16 GB,Windows 11,,Integrated,AMD Radeon Graphics,,5.0,$749.99 ,749.99,1.0,False,Ryzen 7,0.30434782608695654,Integrated,0.8500000000000001,0,0.0,6,0.5160869565217392,17.995735361499364
Acer,Chromebook Spin,11.6,Silver,64 GB,Celeron N4000,4 GB,Chrome OS,,Integrated,intel,,4.5,$226.00 ,226.0,0.03225806451612903,False,Celeron,0.043478260869565216,Integrated,0.25,0,0.0,1,0.1140953716690042,13.202670237554996
Msi,Stealth GS66 12UGS-025,15.6,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,"$1,699.00 ",1699.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.205888435662699
Dell,Inspiron,16.0,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,,$899.99 ,899.99,0.9758064516129032,False,Core i5,0.6521739130434783,Integrated,0.8,0,0.0,7,0.58062412342216,16.871728555701296
Lenovo,Unknown Model,14.0,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,,$589.99 ,589.99,0.9758064516129032,False,Core i7,0.13043478260869565,Integrated,0.9,0,0.0,0,0.49018934081346427,21.7280824407236
Msi,Vector GP66 12UGS-267,15.66,Core Black,,Intel Core i9,32 GB,Windows 11,,Dedicated,,1.8 GHz,5.0,"$1,599.00 ",1599.0,1.0,True,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,10,0.6630434782608695,10.844155379731662
Asus,Zenbook Pro 14 Duo,14.5,Tech Black,1 TB,Core i9,32 GB,Windows 11,,Dedicated,NVIDIA GeForce RTX 4060,,4.0,"$2,399.99 ",2399.99,1.0,False,Core i9,0.6521739130434783,Unknown,1.0,1,0.0,6,0.6630434782608695,7.224948625698828
Asus,ASUS Chromebook C203XA,11.6,Grey,32 GB,MediaTek_MT8127,4 GB,Chrome OS,Spill resistant,Integrated,,,4.3,$184.62 ,184.62,0.0,False,MediaTek,0.043478260869565216,Integrated,0.1,0,0.0,6,0.05086956521739131,7.205787771093266
